From.Material.Number,From.Material.Name,Coil.Width,Moving.Avg.Price,To.Material.Number,To.Material.Name,Density,Sheet.Thickness,Sheet.Length,Sheet.Breadth,Moving.Avg.Price,MOQ,Wastage,PKG.Cost,Transport.Cost,Processing.Cost,Conversion.Cost
2011012,GI 120GSM 1.50MM x 1250 x Coil,1250,46.75,2010041,GI-1.5mm Sht 120GSM NonChromated,,1.5,2900,1250,50,2500,,0.6,0.3,0.675,1.575
2011012,GI 120GSM 1.50MM x 1250 x Coil,1250,46.75,2010041,GI-1.5mm Sht 120GSM NonChromated,,1.5,2850,1250,50,2500,,0.6,0.3,0.675,1.575
2011012,GI 120GSM 1.50MM x 1250 x Coil,1250,46.75,2010041,GI-1.5mm Sht 120GSM NonChromated,,1.5,2800,1250,50,2500,,0.6,0.3,0.675,1.575
2011012,GI 120GSM 1.50MM x 1250 x Coil,1250,46.75,2010041,GI-1.5mm Sht 120GSM NonChromated,,1.5,2750,1250,50,2500,,0.6,0.3,0.675,1.575
2011012,GI 120GSM 1.50MM x 1250 x Coil,1250,46.75,2010041,GI-1.5mm Sht 120GSM NonChromated,,1.5,2700,1250,50,2500,,0.6,0.3,0.675,1.575
2011012,GI 120GSM 1.50MM x 1250 x Coil,1250,46.75,2010041,GI-1.5mm Sht 120GSM NonChromated,,1.5,2650,1250,50,2500,,0.6,0.3,0.675,1.575
2011012,GI 120GSM 1.50MM x 1250 x Coil,1250,46.75,2010041,GI-1.5mm Sht 120GSM NonChromated,,1.5,2650,1250,50,2500,,0.6,0.3,0.675,1.575
2011012,GI 120GSM 1.50MM x 1250 x Coil,1250,46.75,2010041,GI-1.5mm Sht 120GSM NonChromated,,1.5,2600,1250,50,2500,,0.6,0.3,0.675,1.575
2011012,GI 120GSM 1.50MM x 1250 x Coil,1250,46.75,2010041,GI-1.5mm Sht 120GSM NonChromated,,1.5,2500,1250,50,2500,,0.6,0.3,0.675,1.575
2011012,GI 120GSM 1.50MM x 1250 x Coil,1250,46.75,2010041,GI-1.5mm Sht 120GSM NonChromated,,1.5,2450,1250,50,2500,,0.6,0.3,0.675,1.575
2011012,GI 120GSM 1.50MM x 1250 x Coil,1250,46.75,2010041,GI-1.5mm Sht 120GSM NonChromated,,1.5,2440,1250,50,2500,,0.6,0.3,0.675,1.575
2011012,GI 120GSM 1.50MM x 1250 x Coil,1250,46.75,2010041,GI-1.5mm Sht 120GSM NonChromated,,1.5,2400,1250,50,2500,,0.6,0.3,0.675,1.575
2011012,GI 120GSM 1.50MM x 1250 x Coil,1250,46.75,2010041,GI-1.5mm Sht 120GSM NonChromated,,1.5,2350,1250,50,2500,,0.6,0.3,0.675,1.575
2011012,GI 120GSM 1.50MM x 1250 x Coil,1250,46.75,2010041,GI-1.5mm Sht 120GSM NonChromated,,1.5,2330,1250,50,2500,,0.6,0.3,0.675,1.575
2011012,GI 120GSM 1.50MM x 1250 x Coil,1250,46.75,2010041,GI-1.5mm Sht 120GSM NonChromated,,1.5,2300,1250,50,2500,,0.6,0.3,0.675,1.575
2011012,GI 120GSM 1.50MM x 1250 x Coil,1250,46.75,2010041,GI-1.5mm Sht 120GSM NonChromated,,1.5,2250,1250,50,2500,,0.6,0.3,0.675,1.575
2011012,GI 120GSM 1.50MM x 1250 x Coil,1250,46.75,2010041,GI-1.5mm Sht 120GSM NonChromated,,1.5,2200,1250,50,2500,,0.6,0.3,0.675,1.575
2011012,GI 120GSM 1.50MM x 1250 x Coil,1250,46.75,2010041,GI-1.5mm Sht 120GSM NonChromated,,1.5,2150,1250,50,2500,,0.6,0.3,0.675,1.575
2011012,GI 120GSM 1.50MM x 1250 x Coil,1250,46.75,2010041,GI-1.5mm Sht 120GSM NonChromated,,1.5,2070,1250,50,2500,,0.6,0.3,0.675,1.575
2011012,GI 120GSM 1.50MM x 1250 x Coil,1250,46.75,2010041,GI-1.5mm Sht 120GSM NonChromated,,1.5,2100,1250,50,2500,,0.6,0.3,0.675,1.575
2011012,GI 120GSM 1.50MM x 1250 x Coil,1250,46.75,2010041,GI-1.5mm Sht 120GSM NonChromated,,1.5,2050,1250,50,2500,,0.6,0.3,0.675,1.575
2011012,GI 120GSM 1.50MM x 1250 x Coil,1250,46.75,2010041,GI-1.5mm Sht 120GSM NonChromated,,1.5,2000,1250,50,2500,,0.6,0.3,0.675,1.575
2011012,GI 120GSM 1.50MM x 1250 x Coil,1250,46.75,2010041,GI-1.5mm Sht 120GSM NonChromated,,1.5,1950,1250,50,2500,,0.6,0.3,0.725,1.625
2011012,GI 120GSM 1.50MM x 1250 x Coil,1250,46.75,2010041,GI-1.5mm Sht 120GSM NonChromated,,1.5,1900,1250,50,2500,,0.6,0.3,0.725,1.625
2011012,GI 120GSM 1.50MM x 1250 x Coil,1250,46.75,2010041,GI-1.5mm Sht 120GSM NonChromated,,1.5,1930,1250,50,2500,,0.6,0.3,0.725,1.625
2011012,GI 120GSM 1.50MM x 1250 x Coil,1250,46.75,2010041,GI-1.5mm Sht 120GSM NonChromated,,1.5,1930,1250,50,2500,,0.6,0.3,0.725,1.625
2011012,GI 120GSM 1.50MM x 1250 x Coil,1250,46.75,2010041,GI-1.5mm Sht 120GSM NonChromated,,1.5,1875,1250,50,2500,,0.6,0.3,0.725,1.625
2011012,GI 120GSM 1.50MM x 1250 x Coil,1250,46.75,2010041,GI-1.5mm Sht 120GSM NonChromated,,1.5,1850,1250,50,2500,,0.6,0.3,0.725,1.625
2011012,GI 120GSM 1.50MM x 1250 x Coil,1250,46.75,2010041,GI-1.5mm Sht 120GSM NonChromated,,1.5,1830,1250,50,2500,,0.6,0.3,0.725,1.625
2011012,GI 120GSM 1.50MM x 1250 x Coil,1250,46.75,2010041,GI-1.5mm Sht 120GSM NonChromated,,1.5,1825,1250,50,2500,,0.6,0.3,0.725,1.625
2011012,GI 120GSM 1.50MM x 1250 x Coil,1250,46.75,2010041,GI-1.5mm Sht 120GSM NonChromated,,1.5,1800,1250,50,2500,,0.6,0.3,0.725,1.625
2011012,GI 120GSM 1.50MM x 1250 x Coil,1250,46.75,2010041,GI-1.5mm Sht 120GSM NonChromated,,1.5,1750,1250,50,2500,,0.6,0.3,0.725,1.625
2011012,GI 120GSM 1.50MM x 1250 x Coil,1250,46.75,2010041,GI-1.5mm Sht 120GSM NonChromated,,1.5,1700,1250,50,2500,,0.6,0.3,0.725,1.625
2011012,GI 120GSM 1.50MM x 1250 x Coil,1250,46.75,2010041,GI-1.5mm Sht 120GSM NonChromated,,1.5,1675,1250,50,2500,,0.6,0.3,0.725,1.625
2011012,GI 120GSM 1.50MM x 1250 x Coil,1250,46.75,2010041,GI-1.5mm Sht 120GSM NonChromated,,1.5,1650,1250,50,2500,,0.6,0.3,0.725,1.625
2011012,GI 120GSM 1.50MM x 1250 x Coil,1250,46.75,2010041,GI-1.5mm Sht 120GSM NonChromated,,1.5,1600,1250,50,2500,,0.6,0.3,0.725,1.625
2011012,GI 120GSM 1.50MM x 1250 x Coil,1250,46.75,2010041,GI-1.5mm Sht 120GSM NonChromated,,1.5,1550,1250,50,2500,,0.6,0.3,0.725,1.625
2011012,GI 120GSM 1.50MM x 1250 x Coil,1250,46.75,2010041,GI-1.5mm Sht 120GSM NonChromated,,1.5,1500,1250,50,2500,,0.6,0.3,0.725,1.625
2011012,GI 120GSM 1.50MM x 1250 x Coil,1250,46.75,2010041,GI-1.5mm Sht 120GSM NonChromated,,1.5,1450,1250,50,2500,,0.6,0.3,0.725,1.625
2011012,GI 120GSM 1.50MM x 1250 x Coil,1250,46.75,2010041,GI-1.5mm Sht 120GSM NonChromated,,1.5,1400,1250,50,2500,,0.6,0.3,0.725,1.625
2011012,GI 120GSM 1.50MM x 1250 x Coil,1250,46.75,2010041,GI-1.5mm Sht 120GSM NonChromated,,1.5,1350,1250,50,2500,,0.6,0.3,0.725,1.625
2011012,GI 120GSM 1.50MM x 1250 x Coil,1250,46.75,2010041,GI-1.5mm Sht 120GSM NonChromated,,1.5,1300,1250,50,2500,,0.6,0.3,0.725,1.625
2011012,GI 120GSM 1.50MM x 1250 x Coil,1250,46.75,2010041,GI-1.5mm Sht 120GSM NonChromated,,1.5,1250,1250,50,2500,,0.6,0.3,0.725,1.625
2011012,GI 120GSM 1.50MM x 1250 x Coil,1250,46.75,2010041,GI-1.5mm Sht 120GSM NonChromated,,1.5,1200,1250,50,2500,,0.6,0.3,0.725,1.625
2011012,GI 120GSM 1.50MM x 1250 x Coil,1250,46.75,2010041,GI-1.5mm Sht 120GSM NonChromated,,1.5,1150,1250,50,2500,,0.6,0.3,0.725,1.625
2011012,GI 120GSM 1.50MM x 1250 x Coil,1250,46.75,2010041,GI-1.5mm Sht 120GSM NonChromated,,1.5,1100,1250,50,2500,,0.6,0.3,0.725,1.625
2011012,GI 120GSM 1.50MM x 1250 x Coil,1250,46.75,2010041,GI-1.5mm Sht 120GSM NonChromated,,1.5,1050,1250,50,2500,,0.6,0.3,0.725,1.625
2011012,GI 120GSM 1.50MM x 1250 x Coil,1250,46.75,2010041,GI-1.5mm Sht 120GSM NonChromated,,1.5,1000,1250,50,2500,,0.6,0.3,0.725,1.625
2011012,GI 120GSM 1.50MM x 1250 x Coil,1250,46.75,2010041,GI-1.5mm Sht 120GSM NonChromated,,1.5,950,1250,50,2500,,0.6,0.3,0.75,1.65
2011012,GI 120GSM 1.50MM x 1250 x Coil,1250,46.75,2010041,GI-1.5mm Sht 120GSM NonChromated,,1.5,900,1250,50,2500,,0.6,0.3,0.75,1.65
2011012,GI 120GSM 1.50MM x 1250 x Coil,1250,46.75,2010041,GI-1.5mm Sht 120GSM NonChromated,,1.5,850,1250,50,2500,,0.6,0.3,0.75,1.65
2011012,GI 120GSM 1.50MM x 1250 x Coil,1250,46.75,2010041,GI-1.5mm Sht 120GSM NonChromated,,1.5,800,1250,50,2500,,0.6,0.3,0.75,1.65
2011012,GI 120GSM 1.50MM x 1250 x Coil,1250,46.75,2010041,GI-1.5mm Sht 120GSM NonChromated,,1.5,750,1250,50,2500,,0.6,0.3,0.75,1.65
2011012,GI 120GSM 1.50MM x 1250 x Coil,1250,46.75,2010041,GI-1.5mm Sht 120GSM NonChromated,,1.5,720,1250,50,2500,,0.6,0.3,0.75,1.65
2012160,GI 120GSM 2.00MM x 1250 x Coil,1250,46.75,2010005,GI-2.0mm Sht 120GSM NonChromated,,2,3000,1250,50,2500,,0.6,0.3,0.675,1.575
2012160,GI 120GSM 2.00MM x 1250 x Coil,1250,46.75,2010005,GI-2.0mm Sht 120GSM NonChromated,,2,2900,1250,50,2500,,0.6,0.3,0.675,1.575
2012160,GI 120GSM 2.00MM x 1250 x Coil,1250,46.75,2010005,GI-2.0mm Sht 120GSM NonChromated,,2,2850,1250,50,2500,,0.6,0.3,0.675,1.575
2012160,GI 120GSM 2.00MM x 1250 x Coil,1250,46.75,2010005,GI-2.0mm Sht 120GSM NonChromated,,2,2800,1250,50,2500,,0.6,0.3,0.675,1.575
2012160,GI 120GSM 2.00MM x 1250 x Coil,1250,46.75,2010005,GI-2.0mm Sht 120GSM NonChromated,,2,2750,1250,50,2500,,0.6,0.3,0.675,1.575
2012160,GI 120GSM 2.00MM x 1250 x Coil,1250,46.75,2010005,GI-2.0mm Sht 120GSM NonChromated,,2,2700,1250,50,2500,,0.6,0.3,0.675,1.575
2012160,GI 120GSM 2.00MM x 1250 x Coil,1250,46.75,2010005,GI-2.0mm Sht 120GSM NonChromated,,2,2650,1250,50,2500,,0.6,0.3,0.675,1.575
2012160,GI 120GSM 2.00MM x 1250 x Coil,1250,46.75,2010005,GI-2.0mm Sht 120GSM NonChromated,,2,2650,1250,50,2500,,0.6,0.3,0.675,1.575
2012160,GI 120GSM 2.00MM x 1250 x Coil,1250,46.75,2010005,GI-2.0mm Sht 120GSM NonChromated,,2,2600,1250,50,2500,,0.6,0.3,0.675,1.575
2012160,GI 120GSM 2.00MM x 1250 x Coil,1250,46.75,2010005,GI-2.0mm Sht 120GSM NonChromated,,2,2500,1250,50,2500,,0.6,0.3,0.675,1.575
2012160,GI 120GSM 2.00MM x 1250 x Coil,1250,46.75,2010005,GI-2.0mm Sht 120GSM NonChromated,,2,2450,1250,50,2500,,0.6,0.3,0.675,1.575
2012160,GI 120GSM 2.00MM x 1250 x Coil,1250,46.75,2010005,GI-2.0mm Sht 120GSM NonChromated,,2,2440,1250,50,2500,,0.6,0.3,0.675,1.575
2012160,GI 120GSM 2.00MM x 1250 x Coil,1250,46.75,2010005,GI-2.0mm Sht 120GSM NonChromated,,2,2400,1250,50,2500,,0.6,0.3,0.675,1.575
2012160,GI 120GSM 2.00MM x 1250 x Coil,1250,46.75,2010005,GI-2.0mm Sht 120GSM NonChromated,,2,2350,1250,50,2500,,0.6,0.3,0.675,1.575
2012160,GI 120GSM 2.00MM x 1250 x Coil,1250,46.75,2010005,GI-2.0mm Sht 120GSM NonChromated,,2,2330,1250,50,2500,,0.6,0.3,0.675,1.575
2012160,GI 120GSM 2.00MM x 1250 x Coil,1250,46.75,2010005,GI-2.0mm Sht 120GSM NonChromated,,2,2300,1250,50,2500,,0.6,0.3,0.675,1.575
2012160,GI 120GSM 2.00MM x 1250 x Coil,1250,46.75,2010005,GI-2.0mm Sht 120GSM NonChromated,,2,2250,1250,50,2500,,0.6,0.3,0.675,1.575
2012160,GI 120GSM 2.00MM x 1250 x Coil,1250,46.75,2010005,GI-2.0mm Sht 120GSM NonChromated,,2,2200,1250,50,2500,,0.6,0.3,0.675,1.575
2012160,GI 120GSM 2.00MM x 1250 x Coil,1250,46.75,2010005,GI-2.0mm Sht 120GSM NonChromated,,2,2150,1250,50,2500,,0.6,0.3,0.675,1.575
2012160,GI 120GSM 2.00MM x 1250 x Coil,1250,46.75,2010005,GI-2.0mm Sht 120GSM NonChromated,,2,2070,1250,50,2500,,0.6,0.3,0.675,1.575
2012160,GI 120GSM 2.00MM x 1250 x Coil,1250,46.75,2010005,GI-2.0mm Sht 120GSM NonChromated,,2,2100,1250,50,2500,,0.6,0.3,0.675,1.575
2012160,GI 120GSM 2.00MM x 1250 x Coil,1250,46.75,2010005,GI-2.0mm Sht 120GSM NonChromated,,2,2050,1250,50,2500,,0.6,0.3,0.675,1.575
2012160,GI 120GSM 2.00MM x 1250 x Coil,1250,46.75,2010005,GI-2.0mm Sht 120GSM NonChromated,,2,2000,1250,50,2500,,0.6,0.3,0.675,1.575
2012160,GI 120GSM 2.00MM x 1250 x Coil,1250,46.75,2010005,GI-2.0mm Sht 120GSM NonChromated,,2,1950,1250,50,2500,,0.6,0.3,0.725,1.625
2012160,GI 120GSM 2.00MM x 1250 x Coil,1250,46.75,2010005,GI-2.0mm Sht 120GSM NonChromated,,2,1900,1250,50,2500,,0.6,0.3,0.725,1.625
2012160,GI 120GSM 2.00MM x 1250 x Coil,1250,46.75,2010005,GI-2.0mm Sht 120GSM NonChromated,,2,1930,1250,50,2500,,0.6,0.3,0.725,1.625
2012160,GI 120GSM 2.00MM x 1250 x Coil,1250,46.75,2010005,GI-2.0mm Sht 120GSM NonChromated,,2,1930,1250,50,2500,,0.6,0.3,0.725,1.625
2012160,GI 120GSM 2.00MM x 1250 x Coil,1250,46.75,2010005,GI-2.0mm Sht 120GSM NonChromated,,2,1875,1250,50,2500,,0.6,0.3,0.725,1.625
2012160,GI 120GSM 2.00MM x 1250 x Coil,1250,46.75,2010005,GI-2.0mm Sht 120GSM NonChromated,,2,1850,1250,50,2500,,0.6,0.3,0.725,1.625
2012160,GI 120GSM 2.00MM x 1250 x Coil,1250,46.75,2010005,GI-2.0mm Sht 120GSM NonChromated,,2,1830,1250,50,2500,,0.6,0.3,0.725,1.625
2012160,GI 120GSM 2.00MM x 1250 x Coil,1250,46.75,2010005,GI-2.0mm Sht 120GSM NonChromated,,2,1825,1250,50,2500,,0.6,0.3,0.725,1.625
2012160,GI 120GSM 2.00MM x 1250 x Coil,1250,46.75,2010005,GI-2.0mm Sht 120GSM NonChromated,,2,1800,1250,50,2500,,0.6,0.3,0.725,1.625
2012160,GI 120GSM 2.00MM x 1250 x Coil,1250,46.75,2010005,GI-2.0mm Sht 120GSM NonChromated,,2,1750,1250,50,2500,,0.6,0.3,0.725,1.625
2012160,GI 120GSM 2.00MM x 1250 x Coil,1250,46.75,2010005,GI-2.0mm Sht 120GSM NonChromated,,2,1700,1250,50,2500,,0.6,0.3,0.725,1.625
2012160,GI 120GSM 2.00MM x 1250 x Coil,1250,46.75,2010005,GI-2.0mm Sht 120GSM NonChromated,,2,1675,1250,50,2500,,0.6,0.3,0.725,1.625
2012160,GI 120GSM 2.00MM x 1250 x Coil,1250,46.75,2010005,GI-2.0mm Sht 120GSM NonChromated,,2,1650,1250,50,2500,,0.6,0.3,0.725,1.625
2012160,GI 120GSM 2.00MM x 1250 x Coil,1250,46.75,2010005,GI-2.0mm Sht 120GSM NonChromated,,2,1600,1250,50,2500,,0.6,0.3,0.725,1.625
2012160,GI 120GSM 2.00MM x 1250 x Coil,1250,46.75,2010005,GI-2.0mm Sht 120GSM NonChromated,,2,1550,1250,50,2500,,0.6,0.3,0.725,1.625
2012160,GI 120GSM 2.00MM x 1250 x Coil,1250,46.75,2010005,GI-2.0mm Sht 120GSM NonChromated,,2,1500,1250,50,2500,,0.6,0.3,0.725,1.625
2012160,GI 120GSM 2.00MM x 1250 x Coil,1250,46.75,2010005,GI-2.0mm Sht 120GSM NonChromated,,2,1450,1250,50,2500,,0.6,0.3,0.725,1.625
2012160,GI 120GSM 2.00MM x 1250 x Coil,1250,46.75,2010005,GI-2.0mm Sht 120GSM NonChromated,,2,1400,1250,50,2500,,0.6,0.3,0.725,1.625
2012160,GI 120GSM 2.00MM x 1250 x Coil,1250,46.75,2010005,GI-2.0mm Sht 120GSM NonChromated,,2,1350,1250,50,2500,,0.6,0.3,0.725,1.625
2012160,GI 120GSM 2.00MM x 1250 x Coil,1250,46.75,2010005,GI-2.0mm Sht 120GSM NonChromated,,2,1300,1250,50,2500,,0.6,0.3,0.725,1.625
2012160,GI 120GSM 2.00MM x 1250 x Coil,1250,46.75,2010005,GI-2.0mm Sht 120GSM NonChromated,,2,1250,1250,50,2500,,0.6,0.3,0.725,1.625
2012160,GI 120GSM 2.00MM x 1250 x Coil,1250,46.75,2010005,GI-2.0mm Sht 120GSM NonChromated,,2,1200,1250,50,2500,,0.6,0.3,0.725,1.625
2012160,GI 120GSM 2.00MM x 1250 x Coil,1250,46.75,2010005,GI-2.0mm Sht 120GSM NonChromated,,2,1150,1250,50,2500,,0.6,0.3,0.725,1.625
2012160,GI 120GSM 2.00MM x 1250 x Coil,1250,46.75,2010005,GI-2.0mm Sht 120GSM NonChromated,,2,1100,1250,50,2500,,0.6,0.3,0.725,1.625
2012160,GI 120GSM 2.00MM x 1250 x Coil,1250,46.75,2010005,GI-2.0mm Sht 120GSM NonChromated,,2,1050,1250,50,2500,,0.6,0.3,0.725,1.625
2012160,GI 120GSM 2.00MM x 1250 x Coil,1250,46.75,2010005,GI-2.0mm Sht 120GSM NonChromated,,2,1000,1250,50,2500,,0.6,0.3,0.725,1.625
2012160,GI 120GSM 2.00MM x 1250 x Coil,1250,46.75,2010005,GI-2.0mm Sht 120GSM NonChromated,,2,980,1250,50,2500,,0.6,0.3,0.75,1.65
2012160,GI 120GSM 2.00MM x 1250 x Coil,1250,46.75,2010005,GI-2.0mm Sht 120GSM NonChromated,,2,950,1250,50,2500,,0.6,0.3,0.75,1.65
2012160,GI 120GSM 2.00MM x 1250 x Coil,1250,46.75,2010005,GI-2.0mm Sht 120GSM NonChromated,,2,900,1250,50,2500,,0.6,0.3,0.75,1.65
2012160,GI 120GSM 2.00MM x 1250 x Coil,1250,46.75,2010005,GI-2.0mm Sht 120GSM NonChromated,,2,850,1250,50,2500,,0.6,0.3,0.75,1.65
2012160,GI 120GSM 2.00MM x 1250 x Coil,1250,46.75,2010005,GI-2.0mm Sht 120GSM NonChromated,,2,800,1250,50,2500,,0.6,0.3,0.75,1.65
2012160,GI 120GSM 2.00MM x 1250 x Coil,1250,46.75,2010005,GI-2.0mm Sht 120GSM NonChromated,,2,750,1250,50,2500,,0.6,0.3,0.75,1.65
2012160,GI 120GSM 2.00MM x 1250 x Coil,1250,46.75,2010005,GI-2.0mm Sht 120GSM NonChromated,,2,720,1250,50,2500,,0.6,0.3,0.75,1.65
2012194,GI 120GSM 2.50MM x 1250 x Coil,1250,51.5,2011182,GI-2.5mm Sht 120GSM NonChromated,,2.5,3000,1250,54,2500,,0.6,0.3,0.675,1.575
2012194,GI 120GSM 2.50MM x 1250 x Coil,1250,51.5,2011182,GI-2.5mm Sht 120GSM NonChromated,,2.5,2900,1250,54,2500,,0.6,0.3,0.675,1.575
2012194,GI 120GSM 2.50MM x 1250 x Coil,1250,51.5,2011182,GI-2.5mm Sht 120GSM NonChromated,,2.5,2850,1250,54,2500,,0.6,0.3,0.675,1.575
2012194,GI 120GSM 2.50MM x 1250 x Coil,1250,51.5,2011182,GI-2.5mm Sht 120GSM NonChromated,,2.5,2800,1250,54,2500,,0.6,0.3,0.675,1.575
2012194,GI 120GSM 2.50MM x 1250 x Coil,1250,51.5,2011182,GI-2.5mm Sht 120GSM NonChromated,,2.5,2750,1250,54,2500,,0.6,0.3,0.675,1.575
2012194,GI 120GSM 2.50MM x 1250 x Coil,1250,51.5,2011182,GI-2.5mm Sht 120GSM NonChromated,,2.5,2700,1250,54,2500,,0.6,0.3,0.675,1.575
2012194,GI 120GSM 2.50MM x 1250 x Coil,1250,51.5,2011182,GI-2.5mm Sht 120GSM NonChromated,,2.5,2650,1250,54,2500,,0.6,0.3,0.675,1.575
2012194,GI 120GSM 2.50MM x 1250 x Coil,1250,51.5,2011182,GI-2.5mm Sht 120GSM NonChromated,,2.5,2650,1250,54,2500,,0.6,0.3,0.675,1.575
2012194,GI 120GSM 2.50MM x 1250 x Coil,1250,51.5,2011182,GI-2.5mm Sht 120GSM NonChromated,,2.5,2600,1250,54,2500,,0.6,0.3,0.675,1.575
2012194,GI 120GSM 2.50MM x 1250 x Coil,1250,51.5,2011182,GI-2.5mm Sht 120GSM NonChromated,,2.5,2500,1250,54,2500,,0.6,0.3,0.675,1.575
2012194,GI 120GSM 2.50MM x 1250 x Coil,1250,51.5,2011182,GI-2.5mm Sht 120GSM NonChromated,,2.5,2450,1250,54,2500,,0.6,0.3,0.675,1.575
2012194,GI 120GSM 2.50MM x 1250 x Coil,1250,51.5,2011182,GI-2.5mm Sht 120GSM NonChromated,,2.5,2440,1250,54,2500,,0.6,0.3,0.675,1.575
2012194,GI 120GSM 2.50MM x 1250 x Coil,1250,51.5,2011182,GI-2.5mm Sht 120GSM NonChromated,,2.5,2400,1250,54,2500,,0.6,0.3,0.675,1.575
2012194,GI 120GSM 2.50MM x 1250 x Coil,1250,51.5,2011182,GI-2.5mm Sht 120GSM NonChromated,,2.5,2350,1250,54,2500,,0.6,0.3,0.675,1.575
2012194,GI 120GSM 2.50MM x 1250 x Coil,1250,51.5,2011182,GI-2.5mm Sht 120GSM NonChromated,,2.5,2330,1250,54,2500,,0.6,0.3,0.675,1.575
2012194,GI 120GSM 2.50MM x 1250 x Coil,1250,51.5,2011182,GI-2.5mm Sht 120GSM NonChromated,,2.5,2300,1250,54,2500,,0.6,0.3,0.675,1.575
2012194,GI 120GSM 2.50MM x 1250 x Coil,1250,51.5,2011182,GI-2.5mm Sht 120GSM NonChromated,,2.5,2250,1250,54,2500,,0.6,0.3,0.675,1.575
2012194,GI 120GSM 2.50MM x 1250 x Coil,1250,51.5,2011182,GI-2.5mm Sht 120GSM NonChromated,,2.5,2200,1250,54,2500,,0.6,0.3,0.675,1.575
2012194,GI 120GSM 2.50MM x 1250 x Coil,1250,51.5,2011182,GI-2.5mm Sht 120GSM NonChromated,,2.5,2150,1250,54,2500,,0.6,0.3,0.675,1.575
2012194,GI 120GSM 2.50MM x 1250 x Coil,1250,51.5,2011182,GI-2.5mm Sht 120GSM NonChromated,,2.5,2070,1250,54,2500,,0.6,0.3,0.675,1.575
2012194,GI 120GSM 2.50MM x 1250 x Coil,1250,51.5,2011182,GI-2.5mm Sht 120GSM NonChromated,,2.5,2100,1250,54,2500,,0.6,0.3,0.675,1.575
2012194,GI 120GSM 2.50MM x 1250 x Coil,1250,51.5,2011182,GI-2.5mm Sht 120GSM NonChromated,,2.5,2050,1250,54,2500,,0.6,0.3,0.675,1.575
2012194,GI 120GSM 2.50MM x 1250 x Coil,1250,51.5,2011182,GI-2.5mm Sht 120GSM NonChromated,,2.5,2000,1250,54,2500,,0.6,0.3,0.675,1.575
2012194,GI 120GSM 2.50MM x 1250 x Coil,1250,51.5,2011182,GI-2.5mm Sht 120GSM NonChromated,,2.5,1950,1250,54,2500,,0.6,0.3,0.725,1.625
2012194,GI 120GSM 2.50MM x 1250 x Coil,1250,51.5,2011182,GI-2.5mm Sht 120GSM NonChromated,,2.5,1900,1250,54,2500,,0.6,0.3,0.725,1.625
2012194,GI 120GSM 2.50MM x 1250 x Coil,1250,51.5,2011182,GI-2.5mm Sht 120GSM NonChromated,,2.5,1930,1250,54,2500,,0.6,0.3,0.725,1.625
2012194,GI 120GSM 2.50MM x 1250 x Coil,1250,51.5,2011182,GI-2.5mm Sht 120GSM NonChromated,,2.5,1930,1250,54,2500,,0.6,0.3,0.725,1.625
2012194,GI 120GSM 2.50MM x 1250 x Coil,1250,51.5,2011182,GI-2.5mm Sht 120GSM NonChromated,,2.5,1875,1250,54,2500,,0.6,0.3,0.725,1.625
2012194,GI 120GSM 2.50MM x 1250 x Coil,1250,51.5,2011182,GI-2.5mm Sht 120GSM NonChromated,,2.5,1850,1250,54,2500,,0.6,0.3,0.725,1.625
2012194,GI 120GSM 2.50MM x 1250 x Coil,1250,51.5,2011182,GI-2.5mm Sht 120GSM NonChromated,,2.5,1830,1250,54,2500,,0.6,0.3,0.725,1.625
2012194,GI 120GSM 2.50MM x 1250 x Coil,1250,51.5,2011182,GI-2.5mm Sht 120GSM NonChromated,,2.5,1825,1250,54,2500,,0.6,0.3,0.725,1.625
2012194,GI 120GSM 2.50MM x 1250 x Coil,1250,51.5,2011182,GI-2.5mm Sht 120GSM NonChromated,,2.5,1800,1250,54,2500,,0.6,0.3,0.725,1.625
2012194,GI 120GSM 2.50MM x 1250 x Coil,1250,51.5,2011182,GI-2.5mm Sht 120GSM NonChromated,,2.5,1750,1250,54,2500,,0.6,0.3,0.725,1.625
2012194,GI 120GSM 2.50MM x 1250 x Coil,1250,51.5,2011182,GI-2.5mm Sht 120GSM NonChromated,,2.5,1700,1250,54,2500,,0.6,0.3,0.725,1.625
2012194,GI 120GSM 2.50MM x 1250 x Coil,1250,51.5,2011182,GI-2.5mm Sht 120GSM NonChromated,,2.5,1675,1250,54,2500,,0.6,0.3,0.725,1.625
2012194,GI 120GSM 2.50MM x 1250 x Coil,1250,51.5,2011182,GI-2.5mm Sht 120GSM NonChromated,,2.5,1650,1250,54,2500,,0.6,0.3,0.725,1.625
2012194,GI 120GSM 2.50MM x 1250 x Coil,1250,51.5,2011182,GI-2.5mm Sht 120GSM NonChromated,,2.5,1600,1250,54,2500,,0.6,0.3,0.725,1.625
2012194,GI 120GSM 2.50MM x 1250 x Coil,1250,51.5,2011182,GI-2.5mm Sht 120GSM NonChromated,,2.5,1550,1250,54,2500,,0.6,0.3,0.725,1.625
2012194,GI 120GSM 2.50MM x 1250 x Coil,1250,51.5,2011182,GI-2.5mm Sht 120GSM NonChromated,,2.5,1500,1250,56,2500,,0.6,0.3,0.725,1.625
2012194,GI 120GSM 2.50MM x 1250 x Coil,1250,51.5,2011182,GI-2.5mm Sht 120GSM NonChromated,,2.5,1450,1250,56,2500,,0.6,0.3,0.725,1.625
